# dx	dy
-7.987928576767444611e-03 -1.673036366701126099e-01
-7.867816835641860962e-03 -1.673649847507476807e-01
-7.747595664113759995e-03 -1.674262881278991699e-01
-7.627265062183141708e-03 -1.674875468015670776e-01
-7.506825961172580719e-03 -1.675487756729125977e-01
-7.386278826743364334e-03 -1.676099598407745361e-01
-7.265623658895492554e-03 -1.676710993051528931e-01
-7.144860923290252686e-03 -1.677321940660476685e-01
-7.023991085588932037e-03 -1.677932590246200562e-01
-6.903014611452817917e-03 -1.678542792797088623e-01
-6.781931966543197632e-03 -1.679152697324752808e-01
-6.660743150860071182e-03 -1.679762154817581177e-01
-6.539449095726013184e-03 -1.680371165275573730e-01
-6.418049801141023636e-03 -1.680979877710342407e-01
-6.296545267105102539e-03 -1.681588143110275269e-01
-6.174936890602111816e-03 -1.682196110486984253e-01
-6.053224671632051468e-03 -1.682803779840469360e-01
-5.931408610194921494e-03 -1.683411002159118652e-01
-5.809489171952009201e-03 -1.684017926454544067e-01
-5.687467288225889206e-03 -1.684624403715133667e-01
-5.565342493355274200e-03 -1.685230731964111328e-01
-5.443116184324026108e-03 -1.685836613178253174e-01
-5.320787895470857620e-03 -1.686442047357559204e-01
-5.198358558118343353e-03 -1.687047332525253296e-01
-5.075828172266483307e-03 -1.687652170658111572e-01
-4.953197669237852097e-03 -1.688256710767745972e-01
-4.830466583371162415e-03 -1.688860952854156494e-01
-4.707636311650276184e-03 -1.689464747905731201e-01
-4.584706388413906097e-03 -1.690068393945693970e-01
-4.461677279323339462e-03 -1.690671741962432861e-01
-4.338550381362438202e-03 -1.691274642944335938e-01
-4.215324763208627701e-03 -1.691877394914627075e-01
-4.092001356184482574e-03 -1.692479848861694336e-01
-3.968581091612577438e-03 -1.693081855773925781e-01
-3.845063503831624985e-03 -1.693683713674545288e-01
-3.721449291333556175e-03 -1.694285273551940918e-01
-3.597739152610301971e-03 -1.694886535406112671e-01
-3.473932854831218719e-03 -1.695487499237060547e-01
-3.350031329318881035e-03 -1.696088314056396484e-01
-3.226034808903932571e-03 -1.696688830852508545e-01
-3.101943759247660637e-03 -1.697288900613784790e-01
-2.977758180350065231e-03 -1.697888970375061035e-01
-2.853478770703077316e-03 -1.698488593101501465e-01
-2.729105995967984200e-03 -1.699088066816329956e-01
-2.604640321806073189e-03 -1.699687242507934570e-01
-2.480081748217344284e-03 -1.700286269187927246e-01
-2.355430740863084793e-03 -1.700884997844696045e-01
-2.230687998235225677e-03 -1.701483577489852905e-01
-2.105853753164410591e-03 -1.702081859111785889e-01
-1.980928238481283188e-03 -1.702679842710494995e-01
-1.855912036262452602e-03 -1.703277677297592163e-01
-1.730805495753884315e-03 -1.703875362873077393e-01
-1.605608966201543808e-03 -1.704472750425338745e-01
-1.480322913266718388e-03 -1.705069988965988159e-01
-1.354947686195373535e-03 -1.705667078495025635e-01
-1.229483517818152905e-03 -1.706263870000839233e-01
-1.103930990211665630e-03 -1.706860512495040894e-01
-9.782904526218771935e-04 -1.707457005977630615e-01
-8.525623125024139881e-04 -1.708053201436996460e-01
-7.267469190992414951e-04 -1.708649396896362305e-01
-6.008446216583251953e-04 -1.709245294332504272e-01
-4.748558858409523964e-04 -1.709841042757034302e-01
-3.487810899969190359e-04 -1.710436642169952393e-01
-2.226205688202753663e-04 -1.711031943559646606e-01
-9.637475886847823858e-05 -1.711627244949340820e-01
2.995596514665521681e-05 -1.712222397327423096e-01
1.563712139613926411e-04 -1.712817251682281494e-01
2.828705764841288328e-04 -1.713412106037139893e-01
4.094536998309195042e-04 -1.714006811380386353e-01
5.361202056519687176e-04 -1.714601367712020874e-01
6.628696573898196220e-04 -1.715195775032043457e-01
7.897016475908458233e-04 -1.715790033340454102e-01
9.166158852167427540e-04 -1.716384142637252808e-01
1.043611904606223106e-03 -1.716978251934051514e-01
1.170689240097999573e-03 -1.717572063207626343e-01
1.297847717069089413e-03 -1.718165874481201172e-01
1.425086753442883492e-03 -1.718759685754776001e-01
1.552406116388738155e-03 -1.719353199005126953e-01
1.679805223830044270e-03 -1.719946712255477905e-01
1.807283959351480007e-03 -1.720540225505828857e-01
1.934841624461114407e-03 -1.721133440732955933e-01
2.062478102743625641e-03 -1.721726655960083008e-01
2.190192695707082748e-03 -1.722319871187210083e-01
2.317985286936163902e-03 -1.722912937402725220e-01
2.445855410769581795e-03 -1.723506003618240356e-01
2.573802601546049118e-03 -1.724098920822143555e-01
2.701826626434922218e-03 -1.724691838026046753e-01
2.829927019774913788e-03 -1.725284606218338013e-01
2.958103315904736519e-03 -1.725877374410629272e-01
3.086355049163103104e-03 -1.726469993591308594e-01
3.214682219550013542e-03 -1.727062761783599854e-01
3.343084128573536873e-03 -1.727655380964279175e-01
3.471560310572385788e-03 -1.728247851133346558e-01
3.600110532715916634e-03 -1.728840470314025879e-01
3.728734562173485756e-03 -1.729432940483093262e-01
3.857431700453162193e-03 -1.730025410652160645e-01
3.986201714724302292e-03 -1.730617880821228027e-01
4.115044139325618744e-03 -1.731210350990295410e-01
4.243958741426467896e-03 -1.731802821159362793e-01
4.372944589704275131e-03 -1.732395291328430176e-01
4.502002149820327759e-03 -1.732987612485885620e-01
4.631130490452051163e-03 -1.733580082654953003e-01
4.760329611599445343e-03 -1.734172552824020386e-01
4.889598581939935684e-03 -1.734765022993087769e-01
5.018937401473522186e-03 -1.735357493162155151e-01
5.148345604538917542e-03 -1.735949963331222534e-01
5.277822725474834442e-03 -1.736542433500289917e-01
5.407368298619985580e-03 -1.737134903669357300e-01
5.536982323974370956e-03 -1.737727373838424683e-01
5.666663870215415955e-03 -1.738319993019104004e-01
5.796412937343120575e-03 -1.738912612199783325e-01
5.926229059696197510e-03 -1.739505231380462646e-01
6.056111771613359451e-03 -1.740097999572753906e-01
6.186060607433319092e-03 -1.740690767765045166e-01
6.316075101494789124e-03 -1.741283535957336426e-01
6.446155253797769547e-03 -1.741876453161239624e-01
6.576300598680973053e-03 -1.742469370365142822e-01
6.706510670483112335e-03 -1.743062436580657959e-01
6.836785003542900085e-03 -1.743655502796173096e-01
6.967123132199048996e-03 -1.744248569011688232e-01
7.097524590790271759e-03 -1.744841784238815308e-01
7.227989379316568375e-03 -1.745435148477554321e-01
7.358517032116651535e-03 -1.746028512716293335e-01
7.489106617867946625e-03 -1.746622025966644287e-01
7.619758602231740952e-03 -1.747215688228607178e-01
7.750472053885459900e-03 -1.747809350490570068e-01
7.881246507167816162e-03 -1.748403161764144897e-01
8.012081496417522430e-03 -1.748997122049331665e-01
8.142977952957153320e-03 -1.749591082334518433e-01
8.273933082818984985e-03 -1.750185191631317139e-01
8.404948748648166656e-03 -1.750779449939727783e-01
8.536023087799549103e-03 -1.751373857259750366e-01
8.667157031595706940e-03 -1.751968413591384888e-01
8.798348717391490936e-03 -1.752563118934631348e-01
8.929599076509475708e-03 -1.753157973289489746e-01
9.060906246304512024e-03 -1.753752827644348145e-01
9.192271158099174500e-03 -1.754347980022430420e-01
9.323692880570888519e-03 -1.754943132400512695e-01
9.455171413719654083e-03 -1.755538582801818848e-01
9.586705826222896576e-03 -1.756134182214736938e-01
9.718296118080615997e-03 -1.756729930639266968e-01
9.849941357970237732e-03 -1.757325828075408936e-01
9.981641545891761780e-03 -1.757921874523162842e-01
1.011339668184518814e-02 -1.758518218994140625e-01
1.024520583450794220e-02 -1.759114563465118408e-01
1.037706900388002396e-02 -1.759711205959320068e-01
1.050898525863885880e-02 -1.760307997465133667e-01
1.064095459878444672e-02 -1.760905086994171143e-01
1.077297702431678772e-02 -1.761502325534820557e-01
1.090505160391330719e-02 -1.762099713087081909e-01
1.103717740625143051e-02 -1.762697249650955200e-01
1.116935443133115768e-02 -1.763295084238052368e-01
1.130158361047506332e-02 -1.763893216848373413e-01
1.143386214971542358e-02 -1.764491498470306396e-01
1.156619191169738770e-02 -1.765089929103851318e-01
1.169857196509838104e-02 -1.765688657760620117e-01
1.183100044727325439e-02 -1.766287684440612793e-01
1.196347828954458237e-02 -1.766886860132217407e-01
1.209600549191236496e-02 -1.767486333847045898e-01
1.222858019173145294e-02 -1.768085956573486328e-01
1.236120332032442093e-02 -1.768685877323150635e-01
1.249387394636869431e-02 -1.769286096096038818e-01
1.262659206986427307e-02 -1.769886612892150879e-01
1.275935675948858261e-02 -1.770487278699874878e-01
1.289216708391904831e-02 -1.771088242530822754e-01
1.302502397447824478e-02 -1.771689504384994507e-01
1.315792649984359741e-02 -1.772291064262390137e-01
1.329087466001510620e-02 -1.772892922163009644e-01
1.342386752367019653e-02 -1.773494929075241089e-01
1.355690415948629379e-02 -1.774097383022308350e-01
1.368998549878597260e-02 -1.774699985980987549e-01
1.382311061024665833e-02 -1.775303035974502563e-01
1.395627856254577637e-02 -1.775906234979629517e-01
1.408948935568332672e-02 -1.776509881019592285e-01
1.422274298965930939e-02 -1.777113825082778931e-01
1.435603853315114975e-02 -1.777717918157577515e-01
1.448937598615884781e-02 -1.778322458267211914e-01
1.462275441735982895e-02 -1.778927296400070190e-01
1.475617382675409317e-02 -1.779532581567764282e-01
1.488963421434164047e-02 -1.780138015747070312e-01
1.502313464879989624e-02 -1.780743896961212158e-01
1.515667419880628586e-02 -1.781350076198577881e-01
1.529025379568338394e-02 -1.781956553459167480e-01
1.542387250810861588e-02 -1.782563477754592896e-01
1.555752940475940704e-02 -1.783170700073242188e-01
1.569122448563575745e-02 -1.783778220415115356e-01
1.582495681941509247e-02 -1.784386187791824341e-01
1.595872826874256134e-02 -1.784994453191757202e-01
1.609253510832786560e-02 -1.785603165626525879e-01
1.622637920081615448e-02 -1.786212325096130371e-01
1.636026054620742798e-02 -1.786821633577346802e-01
1.649417728185653687e-02 -1.787431538105010986e-01
1.662812940776348114e-02 -1.788041740655899048e-01
1.676211506128311157e-02 -1.788652241230010986e-01
1.689613796770572662e-02 -1.789263337850570679e-01
1.703019440174102783e-02 -1.789874732494354248e-01
1.716428436338901520e-02 -1.790486425161361694e-01
1.729840785264968872e-02 -1.791098713874816895e-01
1.743256486952304840e-02 -1.791711300611495972e-01
1.756675355136394501e-02 -1.792324334383010864e-01
1.770097576081752777e-02 -1.792937666177749634e-01
1.783522963523864746e-02 -1.793551594018936157e-01
1.796951517462730408e-02 -1.794165968894958496e-01
1.810383237898349762e-02 -1.794780641794204712e-01
1.823817938566207886e-02 -1.795395761728286743e-01
1.837255619466304779e-02 -1.796011477708816528e-01
1.850696466863155365e-02 -1.796627491712570190e-01
1.864140294492244720e-02 -1.797243952751159668e-01
1.877586916089057922e-02 -1.797861009836196899e-01
1.891036517918109894e-02 -1.798478364944458008e-01
1.904488913714885712e-02 -1.799096316099166870e-01
1.917944289743900299e-02 -1.799714565277099609e-01
1.931402273476123810e-02 -1.800333410501480103e-01
1.944863051176071167e-02 -1.800952702760696411e-01
1.958326436579227448e-02 -1.801572442054748535e-01
1.971792615950107574e-02 -1.802192777395248413e-01
1.985261216759681702e-02 -1.802813559770584106e-01
1.998732611536979675e-02 -1.803434789180755615e-01
2.012206427752971649e-02 -1.804056465625762939e-01
2.025682665407657623e-02 -1.804678738117218018e-01
2.039161510765552521e-02 -1.805301457643508911e-01
2.052642591297626495e-02 -1.805924773216247559e-01
2.066126279532909393e-02 -1.806548535823822021e-01
2.079612202942371368e-02 -1.807172745466232300e-01
2.093100361526012421e-02 -1.807797551155090332e-01
2.106590941548347473e-02 -1.808422952890396118e-01
2.120083570480346680e-02 -1.809048801660537720e-01
2.133578620851039886e-02 -1.809675246477127075e-01
2.147075720131397247e-02 -1.810302138328552246e-01
2.160574868321418762e-02 -1.810929626226425171e-01
2.174076065421104431e-02 -1.811557710170745850e-01
2.187579311430454254e-02 -1.812186241149902344e-01
2.201084606349468231e-02 -1.812815368175506592e-01
2.214591763913631439e-02 -1.813445091247558594e-01
2.228100970387458801e-02 -1.814075410366058350e-01
2.241612039506435394e-02 -1.814706325531005859e-01
2.255124785006046295e-02 -1.815337687730789185e-01
2.268639579415321350e-02 -1.815969645977020264e-01
2.282155863940715790e-02 -1.816602200269699097e-01
2.295674011111259460e-02 -1.817235350608825684e-01
2.309193834662437439e-02 -1.817869096994400024e-01
2.322715334594249725e-02 -1.818503439426422119e-01
2.336238324642181396e-02 -1.819138377904891968e-01
2.349762991070747375e-02 -1.819773912429809570e-01
2.363289147615432739e-02 -1.820410192012786865e-01
2.376816794276237488e-02 -1.821046918630599976e-01
2.390345931053161621e-02 -1.821684241294860840e-01
2.403876371681690216e-02 -1.822322309017181396e-01
2.417408302426338196e-02 -1.822960972785949707e-01
2.430941537022590637e-02 -1.823600083589553833e-01
2.444476075470447540e-02 -1.824240088462829590e-01
2.458011731505393982e-02 -1.824880540370941162e-01
2.471548691391944885e-02 -1.825521737337112427e-01
2.485086768865585327e-02 -1.826163530349731445e-01
2.498626150190830231e-02 -1.826806068420410156e-01
2.512166462838649750e-02 -1.827449202537536621e-01
2.525707893073558807e-02 -1.828092932701110840e-01
2.539250440895557404e-02 -1.828737407922744751e-01
2.552793920040130615e-02 -1.829382479190826416e-01
2.566338144242763519e-02 -1.830028295516967773e-01
2.579883486032485962e-02 -1.830674707889556885e-01
2.593429759144783020e-02 -1.831321865320205688e-01
2.606976591050624847e-02 -1.831969618797302246e-01
2.620524354279041290e-02 -1.832618117332458496e-01
2.634072862565517426e-02 -1.833267360925674438e-01
2.647622115910053253e-02 -1.833917200565338135e-01
2.661172114312648773e-02 -1.834567785263061523e-01
2.674722485244274139e-02 -1.835219115018844604e-01
2.688273601233959198e-02 -1.835871040821075439e-01
2.701825276017189026e-02 -1.836523860692977905e-01
2.715377509593963623e-02 -1.837177276611328125e-01
2.728930115699768066e-02 -1.837831437587738037e-01
2.742483280599117279e-02 -1.838486343622207642e-01
2.756036818027496338e-02 -1.839141994714736938e-01
2.769590541720390320e-02 -1.839798241853713989e-01
2.783144824206829071e-02 -1.840455383062362671e-01
2.796699292957782745e-02 -1.841113269329071045e-01
2.810253947973251343e-02 -1.841771751642227173e-01
2.823808789253234863e-02 -1.842431128025054932e-01
2.837364003062248230e-02 -1.843091249465942383e-01
2.850919030606746674e-02 -1.843752115964889526e-01
2.864474430680274963e-02 -1.844413727521896362e-01
2.878029644489288330e-02 -1.845076084136962891e-01
2.891585044562816620e-02 -1.845739185810089111e-01
2.905140258371829987e-02 -1.846403181552886963e-01
2.918695658445358276e-02 -1.847067922353744507e-01
2.932250685989856720e-02 -1.847733408212661743e-01
2.945805713534355164e-02 -1.848399639129638672e-01
2.959360554814338684e-02 -1.849066764116287231e-01
2.972915023565292358e-02 -1.849734634160995483e-01
2.986469306051731110e-02 -1.850403398275375366e-01
3.000023402273654938e-02 -1.851072907447814941e-01
3.013576939702033997e-02 -1.851743161678314209e-01
3.027130290865898132e-02 -1.852414309978485107e-01
3.040683083236217499e-02 -1.853086203336715698e-01
3.054235503077507019e-02 -1.853758990764617920e-01
3.067787550389766693e-02 -1.854432672262191772e-01
3.081338852643966675e-02 -1.855107098817825317e-01
3.094889596104621887e-02 -1.855782270431518555e-01
3.108439780771732330e-02 -1.856458485126495361e-01
3.121989406645298004e-02 -1.857135295867919922e-01
3.135538101196289062e-02 -1.857813149690628052e-01
3.149086236953735352e-02 -1.858491897583007812e-01
3.162633627653121948e-02 -1.859171390533447266e-01
3.176180273294448853e-02 -1.859851777553558350e-01
3.189725801348686218e-02 -1.860532909631729126e-01
3.203270584344863892e-02 -1.861215084791183472e-01
3.216814622282981873e-02 -1.861898005008697510e-01
3.230357542634010315e-02 -1.862581968307495117e-01
3.243899345397949219e-02 -1.863266676664352417e-01
3.257440030574798584e-02 -1.863952279090881348e-01
3.270979970693588257e-02 -1.864638924598693848e-01
3.284518793225288391e-02 -1.865326315164566040e-01
3.298056125640869141e-02 -1.866014599800109863e-01
3.311592340469360352e-02 -1.866703927516937256e-01
3.325127437710762024e-02 -1.867394000291824341e-01
3.338661417365074158e-02 -1.868085116147994995e-01
3.352193906903266907e-02 -1.868776977062225342e-01
3.365724906325340271e-02 -1.869469881057739258e-01
3.379254788160324097e-02 -1.870163679122924805e-01
3.392783179879188538e-02 -1.870858520269393921e-01
3.406309708952903748e-02 -1.871554255485534668e-01
3.419835120439529419e-02 -1.872250884771347046e-01
3.433359041810035706e-02 -1.872948408126831055e-01
3.446881100535392761e-02 -1.873646974563598633e-01
3.460401669144630432e-02 -1.874346435070037842e-01
3.473920747637748718e-02 -1.875046789646148682e-01
3.487437963485717773e-02 -1.875748187303543091e-01
3.500953316688537598e-02 -1.876450479030609131e-01
3.514466807246208191e-02 -1.877153813838958740e-01
3.527978807687759399e-02 -1.877858191728591919e-01
3.541488945484161377e-02 -1.878563463687896729e-01
3.554996848106384277e-02 -1.879269629716873169e-01
3.568503260612487793e-02 -1.879976838827133179e-01
3.582007437944412231e-02 -1.880685091018676758e-01
3.595509380102157593e-02 -1.881394386291503906e-01
3.609009459614753723e-02 -1.882104575634002686e-01
3.622507676482200623e-02 -1.882815808057785034e-01
3.636003658175468445e-02 -1.883527934551239014e-01
3.649497404694557190e-02 -1.884241253137588501e-01
3.662988916039466858e-02 -1.884955465793609619e-01
3.676478192210197449e-02 -1.885670721530914307e-01
3.689964860677719116e-02 -1.886387020349502563e-01
3.703449666500091553e-02 -1.887104362249374390e-01
3.716931864619255066e-02 -1.887822747230529785e-01
3.730411827564239502e-02 -1.888542175292968750e-01
3.743889182806015015e-02 -1.889262497425079346e-01
3.757364302873611450e-02 -1.889984011650085449e-01
3.770836815237998962e-02 -1.890706568956375122e-01
3.784306719899177551e-02 -1.891430169343948364e-01
3.797774016857147217e-02 -1.892154812812805176e-01
3.811238706111907959e-02 -1.892880499362945557e-01
3.824700415134429932e-02 -1.893607228994369507e-01
3.838159888982772827e-02 -1.894335150718688965e-01
3.851616382598876953e-02 -1.895063966512680054e-01
3.865069895982742310e-02 -1.895793974399566650e-01
3.878520801663398743e-02 -1.896525025367736816e-01
3.891969099640846252e-02 -1.897257268428802490e-01
3.905414044857025146e-02 -1.897990554571151733e-01
3.918856009840965271e-02 -1.898724883794784546e-01
3.932295367121696472e-02 -1.899460256099700928e-01
3.945731371641159058e-02 -1.900196820497512817e-01
3.959164395928382874e-02 -1.900934576988220215e-01
3.972594439983367920e-02 -1.901673376560211182e-01
3.986021503806114197e-02 -1.902413219213485718e-01
3.999444842338562012e-02 -1.903154253959655762e-01
4.012865573167800903e-02 -1.903896331787109375e-01
4.026282578706741333e-02 -1.904639601707458496e-01
4.039696604013442993e-02 -1.905384063720703125e-01
4.053106904029846191e-02 -1.906129568815231323e-01
4.066514223814010620e-02 -1.906876266002655029e-01
4.079917818307876587e-02 -1.907624155282974243e-01
4.093318060040473938e-02 -1.908373087644577026e-01
4.106714949011802673e-02 -1.909123212099075317e-01
4.120108112692832947e-02 -1.909874528646469116e-01
4.133497923612594604e-02 -1.910627037286758423e-01
4.146884009242057800e-02 -1.911380589008331299e-01
4.160266369581222534e-02 -1.912135481834411621e-01
4.173645377159118652e-02 -1.912891417741775513e-01
4.187020286917686462e-02 -1.913648545742034912e-01
4.200391471385955811e-02 -1.914407014846801758e-01
4.213758930563926697e-02 -1.915166527032852173e-01
4.227122664451599121e-02 -1.915927231311798096e-01
4.240482300519943237e-02 -1.916689127683639526e-01
4.253838211297988892e-02 -1.917452365159988403e-01
4.267190024256706238e-02 -1.918216645717620850e-01
4.280537739396095276e-02 -1.918982267379760742e-01
4.293881729245185852e-02 -1.919748932123184204e-01
4.307221248745918274e-02 -1.920516937971115112e-01
4.320557042956352234e-02 -1.921286135911941528e-01
4.333888366818428040e-02 -1.922056525945663452e-01
4.347215592861175537e-02 -1.922828257083892822e-01
4.360538721084594727e-02 -1.923601180315017700e-01
4.373857378959655762e-02 -1.924375295639038086e-01
4.387171939015388489e-02 -1.925150752067565918e-01
4.400482028722763062e-02 -1.925927400588989258e-01
4.413787648081779480e-02 -1.926705241203308105e-01
4.427089169621467590e-02 -1.927484422922134399e-01
4.440385848283767700e-02 -1.928264796733856201e-01
4.453678056597709656e-02 -1.929046511650085449e-01
4.466965794563293457e-02 -1.929829418659210205e-01
4.480249062180519104e-02 -1.930613666772842407e-01
4.493527859449386597e-02 -1.931399106979370117e-01
4.506801441311836243e-02 -1.932185888290405273e-01
4.520070925354957581e-02 -1.932974010705947876e-01
4.533335193991661072e-02 -1.933763325214385986e-01
4.546594992280006409e-02 -1.934553980827331543e-01
4.559849947690963745e-02 -1.935345977544784546e-01
4.573100060224533081e-02 -1.936139315366744995e-01
4.586344957351684570e-02 -1.936933845281600952e-01
4.599585384130477905e-02 -1.937729716300964355e-01
4.612820595502853394e-02 -1.938526928424835205e-01
4.626050591468811035e-02 -1.939325481653213501e-01
4.639275744557380676e-02 -1.940125375986099243e-01
4.652496054768562317e-02 -1.940926462411880493e-01
4.665710777044296265e-02 -1.941729038953781128e-01
4.678920656442642212e-02 -1.942532807588577271e-01
4.692125320434570312e-02 -1.943338066339492798e-01
4.705324396491050720e-02 -1.944144517183303833e-01
4.718518629670143127e-02 -1.944952458143234253e-01
4.731707274913787842e-02 -1.945761740207672119e-01
4.744890704751014709e-02 -1.946572363376617432e-01
4.758068546652793884e-02 -1.947384327650070190e-01
4.771241173148155212e-02 -1.948197633028030396e-01
4.784408211708068848e-02 -1.949012279510498047e-01
4.797569662332534790e-02 -1.949828416109085083e-01
4.810725897550582886e-02 -1.950645893812179565e-01
4.823876172304153442e-02 -1.951464712619781494e-01
4.837020859122276306e-02 -1.952285021543502808e-01
4.850159958004951477e-02 -1.953106671571731567e-01
4.863293468952178955e-02 -1.953929662704467773e-01
4.876421019434928894e-02 -1.954754143953323364e-01
4.889542981982231140e-02 -1.955579966306686401e-01
4.902658984065055847e-02 -1.956407129764556885e-01
4.915769025683403015e-02 -1.957235932350158691e-01
4.928873106837272644e-02 -1.958065927028656006e-01
4.941971600055694580e-02 -1.958897411823272705e-01
4.955063760280609131e-02 -1.959730386734008789e-01
4.968150332570075989e-02 -1.960564702749252319e-01
4.981230199337005615e-02 -1.961400508880615234e-01
4.994304478168487549e-02 -1.962237805128097534e-01
5.007372424006462097e-02 -1.963076442480087280e-01
5.020434409379959106e-02 -1.963916569948196411e-01
5.033490061759948730e-02 -1.964758187532424927e-01
5.046539381146430969e-02 -1.965601295232772827e-01
5.059582367539405823e-02 -1.966445744037628174e-01
5.072619020938873291e-02 -1.967291682958602905e-01
5.085649341344833374e-02 -1.968139261007308960e-01
5.098673328757286072e-02 -1.968988180160522461e-01
5.111690610647201538e-02 -1.969838589429855347e-01
5.124701559543609619e-02 -1.970690339803695679e-01
5.137706175446510315e-02 -1.971543729305267334e-01
5.150704085826873779e-02 -1.972398608922958374e-01
5.163695290684700012e-02 -1.973254978656768799e-01
5.176679790019989014e-02 -1.974112838506698608e-01
5.189657956361770630e-02 -1.974972188472747803e-01
5.202629044651985168e-02 -1.975833028554916382e-01
5.215593799948692322e-02 -1.976695507764816284e-01
5.228551477193832397e-02 -1.977559328079223633e-01
5.241502076387405396e-02 -1.978424787521362305e-01
5.254445970058441162e-02 -1.979291737079620361e-01
5.267383158206939697e-02 -1.980160176753997803e-01
5.280313268303871155e-02 -1.981030106544494629e-01
5.293236300349235535e-02 -1.981901675462722778e-01
5.306152254343032837e-02 -1.982774734497070312e-01
5.319061502814292908e-02 -1.983649432659149170e-01
5.331963300704956055e-02 -1.984525620937347412e-01
5.344858020544052124e-02 -1.985403299331665039e-01
5.357745289802551270e-02 -1.986282616853713989e-01
5.370625853538513184e-02 -1.987163424491882324e-01
5.383498966693878174e-02 -1.988045871257781982e-01
5.396364629268646240e-02 -1.988929957151412964e-01
5.409222841262817383e-02 -1.989815533161163330e-01
5.422073975205421448e-02 -1.990702599287033081e-01
5.434917658567428589e-02 -1.991591453552246094e-01
5.447753518819808960e-02 -1.992481648921966553e-01
5.460582301020622253e-02 -1.993373632431030273e-01
5.473403260111808777e-02 -1.994267106056213379e-01
5.486216768622398376e-02 -1.995162218809127808e-01
5.499022826552391052e-02 -1.996058970689773560e-01
5.511820688843727112e-02 -1.996957361698150635e-01
5.524611473083496094e-02 -1.997857242822647095e-01
5.537394061684608459e-02 -1.998758912086486816e-01
5.550169199705123901e-02 -1.999662071466445923e-01
5.562936514616012573e-02 -2.000566869974136353e-01
5.575695633888244629e-02 -2.001473307609558105e-01
5.588447302579879761e-02 -2.002381384372711182e-01
5.601190775632858276e-02 -2.003291100263595581e-01
5.613926425576210022e-02 -2.004202455282211304e-01
5.626653879880905151e-02 -2.005115598440170288e-01
5.639373511075973511e-02 -2.006030231714248657e-01
5.652084946632385254e-02 -2.006946504116058350e-01
5.664788186550140381e-02 -2.007864564657211304e-01
5.677483230829238892e-02 -2.008784264326095581e-01
5.690170079469680786e-02 -2.009705454111099243e-01
5.702849105000495911e-02 -2.010628581047058105e-01
5.715519562363624573e-02 -2.011553198099136353e-01
5.728181451559066772e-02 -2.012479603290557861e-01
5.740835145115852356e-02 -2.013407647609710693e-01
5.753480643033981323e-02 -2.014337331056594849e-01
5.766117572784423828e-02 -2.015268802642822266e-01
5.778745934367179871e-02 -2.016201913356781006e-01
5.791365727782249451e-02 -2.017136812210083008e-01
5.803977325558662415e-02 -2.018073350191116333e-01
5.816579982638359070e-02 -2.019011527299880981e-01
5.829174071550369263e-02 -2.019951492547988892e-01
5.841759592294692993e-02 -2.020893245935440063e-01
5.854336544871330261e-02 -2.021836638450622559e-01
5.866904556751251221e-02 -2.022781819105148315e-01
5.879464000463485718e-02 -2.023728638887405396e-01
5.892014130949974060e-02 -2.024677246809005737e-01
5.904555693268775940e-02 -2.025627642869949341e-01
5.917088687419891357e-02 -2.026579827070236206e-01
5.929612368345260620e-02 -2.027533650398254395e-01
5.942127108573913574e-02 -2.028489261865615845e-01
5.954632908105850220e-02 -2.029446661472320557e-01
5.967129394412040710e-02 -2.030405700206756592e-01
5.979616940021514893e-02 -2.031366676092147827e-01
5.992095544934272766e-02 -2.032329291105270386e-01
6.004564836621284485e-02 -2.033293694257736206e-01
6.017024815082550049e-02 -2.034260034561157227e-01
6.029475480318069458e-02 -2.035228013992309570e-01
6.041917204856872559e-02 -2.036197781562805176e-01
6.054349243640899658e-02 -2.037169337272644043e-01
6.066771969199180603e-02 -2.038142830133438110e-01
6.079185381531715393e-02 -2.039117962121963501e-01
6.091589480638504028e-02 -2.040095031261444092e-01
6.103983893990516663e-02 -2.041073739528656006e-01
6.116368994116783142e-02 -2.042054384946823120e-01
6.128744408488273621e-02 -2.043036818504333496e-01
6.141110137104988098e-02 -2.044021189212799072e-01
6.153466179966926575e-02 -2.045007199048995972e-01
6.165812909603118896e-02 -2.045995146036148071e-01
6.178149580955505371e-02 -2.046984881162643433e-01
6.190476566553115845e-02 -2.047976553440093994e-01
6.202793866395950317e-02 -2.048969864845275879e-01
6.215101107954978943e-02 -2.049965262413024902e-01
6.227398663759231567e-02 -2.050962299108505249e-01
6.239686161279678345e-02 -2.051961421966552734e-01
6.251963973045349121e-02 -2.052962183952331543e-01
6.264231353998184204e-02 -2.053964883089065552e-01
6.276489049196243286e-02 -2.054969519376754761e-01
6.288736313581466675e-02 -2.055975943803787231e-01
6.300973892211914062e-02 -2.056984305381774902e-01
6.313201040029525757e-02 -2.057994604110717773e-01
6.325418502092361450e-02 -2.059006690979003906e-01
6.337625533342361450e-02 -2.060020714998245239e-01
6.349822133779525757e-02 -2.061036527156829834e-01
6.362008303403854370e-02 -2.062054425477981567e-01
6.374184042215347290e-02 -2.063074111938476562e-01
6.386349350214004517e-02 -2.064095735549926758e-01
6.398504972457885742e-02 -2.065119296312332153e-01
6.410649418830871582e-02 -2.066144645214080811e-01
6.422783434391021729e-02 -2.067172080278396606e-01
6.434907764196395874e-02 -2.068201303482055664e-01
6.447020173072814941e-02 -2.069232463836669922e-01
6.459122896194458008e-02 -2.070265710353851318e-01
