# dx	dy
1.439304202795028687e-01 -4.484060108661651611e-01
1.440491825342178345e-01 -4.482705891132354736e-01
1.441680192947387695e-01 -4.481351971626281738e-01
1.442869156599044800e-01 -4.479997754096984863e-01
1.444058865308761597e-01 -4.478643834590911865e-01
1.445249021053314209e-01 -4.477289617061614990e-01
1.446439921855926514e-01 -4.475935399532318115e-01
1.447631418704986572e-01 -4.474581182003021240e-01
1.448823511600494385e-01 -4.473226964473724365e-01
1.450016200542449951e-01 -4.471872746944427490e-01
1.451209634542465210e-01 -4.470518827438354492e-01
1.452403515577316284e-01 -4.469164609909057617e-01
1.453597992658615112e-01 -4.467810690402984619e-01
1.454793214797973633e-01 -4.466456770896911621e-01
1.455988883972167969e-01 -4.465103149414062500e-01
1.457185298204421997e-01 -4.463749229907989502e-01
1.458382159471511841e-01 -4.462395906448364258e-01
1.459579616785049438e-01 -4.461042582988739014e-01
1.460777670145034790e-01 -4.459689259529113770e-01
1.461976319551467896e-01 -4.458336234092712402e-01
1.463175415992736816e-01 -4.456983506679534912e-01
1.464375257492065430e-01 -4.455630779266357422e-01
1.465575546026229858e-01 -4.454278647899627686e-01
1.466776430606842041e-01 -4.452926516532897949e-01
1.467977762222290039e-01 -4.451574385166168213e-01
1.469179838895797729e-01 -4.450222849845886230e-01
1.470382362604141235e-01 -4.448871612548828125e-01
1.471585333347320557e-01 -4.447520673274993896e-01
1.472788900136947632e-01 -4.446170032024383545e-01
1.473993062973022461e-01 -4.444819688796997070e-01
1.475197672843933105e-01 -4.443469643592834473e-01
1.476402878761291504e-01 -4.442120194435119629e-01
1.477608531713485718e-01 -4.440770745277404785e-01
1.478814780712127686e-01 -4.439421892166137695e-01
1.480021476745605469e-01 -4.438073635101318359e-01
1.481228619813919067e-01 -4.436725676059722900e-01
1.482436358928680420e-01 -4.435378015041351318e-01
1.483644545078277588e-01 -4.434030950069427490e-01
1.484853327274322510e-01 -4.432684481143951416e-01
1.486062407493591309e-01 -4.431338310241699219e-01
1.487272083759307861e-01 -4.429992735385894775e-01
1.488482207059860229e-01 -4.428647458553314209e-01
1.489692926406860352e-01 -4.427303075790405273e-01
1.490904092788696289e-01 -4.425958991050720215e-01
1.492115557193756104e-01 -4.424615502357482910e-01
1.493327617645263672e-01 -4.423272609710693359e-01
1.494540125131607056e-01 -4.421930313110351562e-01
1.495753079652786255e-01 -4.420588910579681396e-01
1.496966481208801270e-01 -4.419247806072235107e-01
1.498180329799652100e-01 -4.417907297611236572e-01
1.499394625425338745e-01 -4.416567683219909668e-01
1.500609368085861206e-01 -4.415228664875030518e-01
1.501824557781219482e-01 -4.413890242576599121e-01
1.503040194511413574e-01 -4.412552714347839355e-01
1.504256278276443481e-01 -4.411215782165527344e-01
1.505472660064697266e-01 -4.409879446029663086e-01
1.506689488887786865e-01 -4.408544003963470459e-01
1.507906913757324219e-01 -4.407209455966949463e-01
1.509124487638473511e-01 -4.405875504016876221e-01
1.510342657566070557e-01 -4.404542446136474609e-01
1.511561125516891479e-01 -4.403210282325744629e-01
1.512780040502548218e-01 -4.401878714561462402e-01
1.513999402523040771e-01 -4.400548040866851807e-01
1.515219062566757202e-01 -4.399218261241912842e-01
1.516439169645309448e-01 -4.397889375686645508e-01
1.517659723758697510e-01 -4.396561384201049805e-01
1.518880426883697510e-01 -4.395234286785125732e-01
1.520101726055145264e-01 -4.393908083438873291e-01
1.521323323249816895e-01 -4.392583072185516357e-01
1.522545218467712402e-01 -4.391258656978607178e-01
1.523767560720443726e-01 -4.389935433864593506e-01
1.524990200996398926e-01 -4.388613104820251465e-01
1.526213288307189941e-01 -4.387291669845581055e-01
1.527436673641204834e-01 -4.385971426963806152e-01
1.528660356998443604e-01 -4.384652078151702881e-01
1.529884487390518188e-01 -4.383333921432495117e-01
1.531108766794204712e-01 -4.382016658782958984e-01
1.532333493232727051e-01 -4.380700588226318359e-01
1.533558666706085205e-01 -4.379385411739349365e-01
1.534783989191055298e-01 -4.378071427345275879e-01
1.536009758710861206e-01 -4.376758635044097900e-01
1.537235677242279053e-01 -4.375447034835815430e-01
1.538462042808532715e-01 -4.374136328697204590e-01
1.539688706398010254e-01 -4.372827112674713135e-01
1.540915668010711670e-01 -4.371518790721893311e-01
1.542142927646636963e-01 -4.370211958885192871e-01
1.543370485305786133e-01 -4.368906021118164062e-01
1.544598340988159180e-01 -4.367601573467254639e-01
1.545826345682144165e-01 -4.366298317909240723e-01
1.547054797410964966e-01 -4.364996254444122314e-01
1.548283398151397705e-01 -4.363695383071899414e-01
1.549512445926666260e-01 -4.362396001815795898e-01
1.550741642713546753e-01 -4.361097812652587891e-01
1.551971137523651123e-01 -4.359800815582275391e-01
1.553200930356979370e-01 -4.358505308628082275e-01
1.554430872201919556e-01 -4.357210993766784668e-01
1.555661261081695557e-01 -4.355918169021606445e-01
1.556891649961471558e-01 -4.354626834392547607e-01
1.558122485876083374e-01 -4.353336691856384277e-01
1.559353470802307129e-01 -4.352048039436340332e-01
1.560584753751754761e-01 -4.350760877132415771e-01
1.561816185712814331e-01 -4.349475204944610596e-01
1.563047915697097778e-01 -4.348190724849700928e-01
1.564279943704605103e-01 -4.346908032894134521e-01
1.565511971712112427e-01 -4.345626533031463623e-01
1.566744446754455566e-01 -4.344346821308135986e-01
1.567977070808410645e-01 -4.343068301677703857e-01
1.569209843873977661e-01 -4.341791570186614990e-01
1.570442765951156616e-01 -4.340516328811645508e-01
1.571675986051559448e-01 -4.339242577552795410e-01
1.572909355163574219e-01 -4.337970614433288574e-01
1.574143022298812866e-01 -4.336699843406677246e-01
1.575376838445663452e-01 -4.335431158542633057e-01
1.576610803604125977e-01 -4.334163665771484375e-01
1.577844917774200439e-01 -4.332897961139678955e-01
1.579079180955886841e-01 -4.331634044647216797e-01
1.580313742160797119e-01 -4.330371916294097900e-01
1.581548452377319336e-01 -4.329111278057098389e-01
1.582783162593841553e-01 -4.327852129936218262e-01
1.584018170833587646e-01 -4.326595067977905273e-01
1.585253328084945679e-01 -4.325339496135711670e-01
1.586488634347915649e-01 -4.324085712432861328e-01
1.587724089622497559e-01 -4.322833716869354248e-01
1.588959693908691406e-01 -4.321583509445190430e-01
1.590195447206497192e-01 -4.320335090160369873e-01
1.591431349515914917e-01 -4.319088459014892578e-01
1.592667251825332642e-01 -4.317843914031982422e-01
1.593903452157974243e-01 -4.316600859165191650e-01
1.595139652490615845e-01 -4.315359890460968018e-01
1.596376001834869385e-01 -4.314120709896087646e-01
1.597612500190734863e-01 -4.312883317470550537e-01
1.598848998546600342e-01 -4.311647713184356689e-01
1.600085794925689697e-01 -4.310414493083953857e-01
1.601322591304779053e-01 -4.309182763099670410e-01
1.602559387683868408e-01 -4.307953119277954102e-01
1.603796482086181641e-01 -4.306725561618804932e-01
1.605033427476882935e-01 -4.305499792098999023e-01
1.606270670890808105e-01 -4.304276108741760254e-01
1.607507914304733276e-01 -4.303054511547088623e-01
1.608745157718658447e-01 -4.301834702491760254e-01
1.609982550144195557e-01 -4.300617277622222900e-01
1.611220091581344604e-01 -4.299401640892028809e-01
1.612457633018493652e-01 -4.298188090324401855e-01
1.613695174455642700e-01 -4.296976625919342041e-01
1.614932864904403687e-01 -4.295767247676849365e-01
1.616170555353164673e-01 -4.294560253620147705e-01
1.617408245801925659e-01 -4.293355047702789307e-01
1.618646085262298584e-01 -4.292152225971221924e-01
1.619883924722671509e-01 -4.290951490402221680e-01
1.621121764183044434e-01 -4.289752840995788574e-01
1.622359603643417358e-01 -4.288556277751922607e-01
1.623597592115402222e-01 -4.287362098693847656e-01
1.624835580587387085e-01 -4.286170303821563721e-01
1.626073569059371948e-01 -4.284980595111846924e-01
1.627311557531356812e-01 -4.283792972564697266e-01
1.628549546003341675e-01 -4.282608032226562500e-01
1.629787534475326538e-01 -4.281424880027770996e-01
1.631025522947311401e-01 -4.280244410037994385e-01
1.632263511419296265e-01 -4.279066026210784912e-01
1.633501499891281128e-01 -4.277890026569366455e-01
1.634739488363265991e-01 -4.276716411113739014e-01
1.635977476835250854e-01 -4.275545179843902588e-01
1.637215465307235718e-01 -4.274376332759857178e-01
1.638453453779220581e-01 -4.273209869861602783e-01
1.639691293239593506e-01 -4.272045791149139404e-01
1.640929281711578369e-01 -4.270884096622467041e-01
1.642167121171951294e-01 -4.269724786281585693e-01
1.643404960632324219e-01 -4.268568158149719238e-01
1.644642651081085205e-01 -4.267413914203643799e-01
1.645880341529846191e-01 -4.266262054443359375e-01
1.647118031978607178e-01 -4.265112578868865967e-01
1.648355722427368164e-01 -4.263965785503387451e-01
1.649593263864517212e-01 -4.262821674346923828e-01
1.650830805301666260e-01 -4.261679649353027344e-01
1.652068197727203369e-01 -4.260540604591369629e-01
1.653305590152740479e-01 -4.259403944015502930e-01
1.654542833566665649e-01 -4.258269965648651123e-01
1.655780076980590820e-01 -4.257138669490814209e-01
1.657017171382904053e-01 -4.256009757518768311e-01
1.658254265785217285e-01 -4.254883825778961182e-01
1.659491211175918579e-01 -4.253760278224945068e-01
1.660728007555007935e-01 -4.252639412879943848e-01
1.661964803934097290e-01 -4.251521229743957520e-01
1.663201451301574707e-01 -4.250405728816986084e-01
1.664437949657440186e-01 -4.249293208122253418e-01
1.665674448013305664e-01 -4.248183071613311768e-01
1.666910797357559204e-01 -4.247075915336608887e-01
1.668146997690200806e-01 -4.245971441268920898e-01
1.669383049011230469e-01 -4.244869649410247803e-01
1.670618951320648193e-01 -4.243770539760589600e-01
1.671854704618453979e-01 -4.242674410343170166e-01
1.673090457916259766e-01 -4.241581261157989502e-01
1.674325913190841675e-01 -4.240490794181823730e-01
1.675561368465423584e-01 -4.239403009414672852e-01
1.676796674728393555e-01 -4.238318502902984619e-01
1.678031682968139648e-01 -4.237236678600311279e-01
1.679266691207885742e-01 -4.236157536506652832e-01
1.680501401424407959e-01 -4.235081374645233154e-01
1.681735962629318237e-01 -4.234008491039276123e-01
1.682970374822616577e-01 -4.232938289642333984e-01
1.684204638004302979e-01 -4.231871068477630615e-01
1.685438752174377441e-01 -4.230806827545166016e-01
1.686672717332839966e-01 -4.229745566844940186e-01
1.687906384468078613e-01 -4.228687286376953125e-01
1.689139902591705322e-01 -4.227631986141204834e-01
1.690373271703720093e-01 -4.226579666137695312e-01
1.691606342792510986e-01 -4.225530624389648438e-01
1.692839264869689941e-01 -4.224484562873840332e-01
1.694072037935256958e-01 -4.223441481590270996e-01
1.695304512977600098e-01 -4.222401678562164307e-01
1.696536839008331299e-01 -4.221364855766296387e-01
1.697768867015838623e-01 -4.220331311225891113e-01
1.699000746011734009e-01 -4.219300746917724609e-01
1.700232326984405518e-01 -4.218273162841796875e-01
1.701463758945465088e-01 -4.217249155044555664e-01
1.702694892883300781e-01 -4.216228127479553223e-01
1.703925877809524536e-01 -4.215210378170013428e-01
1.705156415700912476e-01 -4.214195609092712402e-01
1.706386953592300415e-01 -4.213184416294097900e-01
1.707617044448852539e-01 -4.212176203727722168e-01
1.708846986293792725e-01 -4.211171567440032959e-01
1.710076630115509033e-01 -4.210169911384582520e-01
1.711305975914001465e-01 -4.209171533584594727e-01
1.712535172700881958e-01 -4.208176732063293457e-01
1.713764071464538574e-01 -4.207185208797454834e-01
1.714992672204971313e-01 -4.206196963787078857e-01
1.716220825910568237e-01 -4.205211997032165527e-01
1.717448830604553223e-01 -4.204230308532714844e-01
1.718676686286926270e-01 -4.203252196311950684e-01
1.719904094934463501e-01 -4.202277660369873047e-01
1.721131205558776855e-01 -4.201306104660034180e-01
1.722358018159866333e-01 -4.200338423252105713e-01
1.723584532737731934e-01 -4.199374020099639893e-01
1.724810749292373657e-01 -4.198412895202636719e-01
1.726036667823791504e-01 -4.197455346584320068e-01
1.727262288331985474e-01 -4.196501374244689941e-01
1.728487461805343628e-01 -4.195550978183746338e-01
1.729712486267089844e-01 -4.194603860378265381e-01
1.730937063694000244e-01 -4.193660616874694824e-01
1.732161343097686768e-01 -4.192720651626586914e-01
1.733385175466537476e-01 -4.191784262657165527e-01
1.734608858823776245e-01 -4.190851747989654541e-01
1.735832095146179199e-01 -4.189922511577606201e-01
1.737054884433746338e-01 -4.188997149467468262e-01
1.738277524709701538e-01 -4.188075363636016846e-01
1.739499717950820923e-01 -4.187157154083251953e-01
1.740721464157104492e-01 -4.186242520809173584e-01
1.741942912340164185e-01 -4.185331761837005615e-01
1.743163913488388062e-01 -4.184424579143524170e-01
1.744384616613388062e-01 -4.183520972728729248e-01
1.745605021715164185e-01 -4.182621240615844727e-01
1.746824979782104492e-01 -4.181725382804870605e-01
1.748044490814208984e-01 -4.180833101272583008e-01
1.749263703823089600e-01 -4.179944694042205811e-01
1.750482469797134399e-01 -4.179059863090515137e-01
1.751700788736343384e-01 -4.178179204463958740e-01
1.752918660640716553e-01 -4.177302122116088867e-01
1.754136234521865845e-01 -4.176428914070129395e-01
1.755353361368179321e-01 -4.175559580326080322e-01
1.756570041179656982e-01 -4.174693822860717773e-01
1.757786422967910767e-01 -4.173832237720489502e-01
1.759002208709716797e-01 -4.172974526882171631e-01
1.760217696428298950e-01 -4.172120690345764160e-01
1.761432737112045288e-01 -4.171271026134490967e-01
1.762647330760955811e-01 -4.170424938201904297e-01
1.763861477375030518e-01 -4.169583022594451904e-01
1.765075176954269409e-01 -4.168744981288909912e-01
1.766288280487060547e-01 -4.167910814285278320e-01
1.767501085996627808e-01 -4.167080819606781006e-01
1.768713444471359253e-01 -4.166254699230194092e-01
1.769925355911254883e-01 -4.165432751178741455e-01
1.771136671304702759e-01 -4.164614975452423096e-01
1.772347688674926758e-01 -4.163801074028015137e-01
1.773558109998703003e-01 -4.162991046905517578e-01
1.774768084287643433e-01 -4.162185490131378174e-01
1.775977611541748047e-01 -4.161383807659149170e-01
1.777186542749404907e-01 -4.160586297512054443e-01
1.778395026922225952e-01 -4.159792959690093994e-01
1.779603064060211182e-01 -4.159003794193267822e-01
1.780810654163360596e-01 -4.158218801021575928e-01
1.782017648220062256e-01 -4.157437980175018311e-01
1.783224195241928101e-01 -4.156661331653594971e-01
1.784430146217346191e-01 -4.155889153480529785e-01
1.785635650157928467e-01 -4.155120849609375000e-01
1.786840558052062988e-01 -4.154357016086578369e-01
1.788045018911361694e-01 -4.153597354888916016e-01
1.789248883724212646e-01 -4.152841866016387939e-01
1.790452301502227783e-01 -4.152090847492218018e-01
1.791655123233795166e-01 -4.151344001293182373e-01
1.792857348918914795e-01 -4.150601625442504883e-01
1.794059127569198608e-01 -4.149863421916961670e-01
1.795260459184646606e-01 -4.149129688739776611e-01
1.796461045742034912e-01 -4.148400127887725830e-01
1.797661185264587402e-01 -4.147675335407257080e-01
1.798860728740692139e-01 -4.146954715251922607e-01
1.800059676170349121e-01 -4.146238267421722412e-01
1.801258027553558350e-01 -4.145526587963104248e-01
1.802455931901931763e-01 -4.144819378852844238e-01
1.803653091192245483e-01 -4.144116342067718506e-01
1.804849803447723389e-01 -4.143418073654174805e-01
1.806045919656753540e-01 -4.142724275588989258e-01
1.807241439819335938e-01 -4.142034649848937988e-01
1.808436363935470581e-01 -4.141349792480468750e-01
1.809630542993545532e-01 -4.140669703483581543e-01
1.810824275016784668e-01 -4.139993786811828613e-01
1.812017410993576050e-01 -4.139322638511657715e-01
1.813209950923919678e-01 -4.138655960559844971e-01
1.814401745796203613e-01 -4.137994050979614258e-01
1.815592944622039795e-01 -4.137336611747741699e-01
1.816783696413040161e-01 -4.136683940887451172e-01
1.817973703145980835e-01 -4.136035740375518799e-01
1.819162964820861816e-01 -4.135392308235168457e-01
1.820351779460906982e-01 -4.134753346443176270e-01
1.821539849042892456e-01 -4.134119451045989990e-01
1.822727322578430176e-01 -4.133490025997161865e-01
1.823914051055908203e-01 -4.132865369319915771e-01
1.825100332498550415e-01 -4.132245481014251709e-01
1.826285719871520996e-01 -4.131630361080169678e-01
1.827470660209655762e-01 -4.131019711494445801e-01
1.828654855489730835e-01 -4.130414128303527832e-01
1.829838305711746216e-01 -4.129813313484191895e-01
1.831021159887313843e-01 -4.129217267036437988e-01
1.832203269004821777e-01 -4.128626286983489990e-01
1.833384782075881958e-01 -4.128039777278900146e-01
1.834565550088882446e-01 -4.127458333969116211e-01
1.835745722055435181e-01 -4.126881659030914307e-01
1.836925148963928223e-01 -4.126310050487518311e-01
1.838103830814361572e-01 -4.125743210315704346e-01
1.839281916618347168e-01 -4.125181436538696289e-01
1.840459108352661133e-01 -4.124624431133270264e-01
1.841635704040527344e-01 -4.124072492122650146e-01
1.842811703681945801e-01 -4.123525321483612061e-01
1.843986809253692627e-01 -4.122983515262603760e-01
1.845161318778991699e-01 -4.122446477413177490e-01
1.846334934234619141e-01 -4.121914207935333252e-01
1.847507953643798828e-01 -4.121387302875518799e-01
1.848680227994918823e-01 -4.120865464210510254e-01
1.849851757287979126e-01 -4.120348393917083740e-01
1.851022541522979736e-01 -4.119836688041687012e-01
1.852192580699920654e-01 -4.119330048561096191e-01
1.853361874818801880e-01 -4.118828177452087402e-01
1.854530423879623413e-01 -4.118331968784332275e-01
1.855698227882385254e-01 -4.117840528488159180e-01
1.856865286827087402e-01 -4.117354154586791992e-01
1.858031451702117920e-01 -4.116873145103454590e-01
1.859196871519088745e-01 -4.116397202014923096e-01
1.860361695289611816e-01 -4.115926623344421387e-01
1.861525475978851318e-01 -4.115461111068725586e-01
1.862688660621643066e-01 -4.115000963211059570e-01
1.863851100206375122e-01 -4.114545881748199463e-01
1.865012645721435547e-01 -4.114096164703369141e-01
1.866173297166824341e-01 -4.113651812076568604e-01
1.867333352565765381e-01 -4.113212823867797852e-01
1.868492513895034790e-01 -4.112778902053833008e-01
1.869650781154632568e-01 -4.112350344657897949e-01
1.870808303356170654e-01 -4.111927151679992676e-01
1.871965080499649048e-01 -4.111509323120117188e-01
1.873120963573455811e-01 -4.111096858978271484e-01
1.874276101589202881e-01 -4.110689759254455566e-01
1.875430345535278320e-01 -4.110288023948669434e-01
1.876583695411682129e-01 -4.109891653060913086e-01
1.877736300230026245e-01 -4.109500944614410400e-01
1.878888010978698730e-01 -4.109115302562713623e-01
1.880038976669311523e-01 -4.108735620975494385e-01
1.881189048290252686e-01 -4.108361005783081055e-01
1.882338225841522217e-01 -4.107992053031921387e-01
1.883486509323120117e-01 -4.107628464698791504e-01
1.884634047746658325e-01 -4.107270538806915283e-01
1.885780543088912964e-01 -4.106917977333068848e-01
1.886926293373107910e-01 -4.106571078300476074e-01
1.888071149587631226e-01 -4.106229841709136963e-01
1.889215111732482910e-01 -4.105894267559051514e-01
1.890358328819274902e-01 -4.105564057826995850e-01
1.891500502824783325e-01 -4.105239510536193848e-01
1.892641782760620117e-01 -4.104920625686645508e-01
1.893782317638397217e-01 -4.104607403278350830e-01
1.894921809434890747e-01 -4.104299843311309814e-01
1.896060407161712646e-01 -4.103997647762298584e-01
1.897198110818862915e-01 -4.103701412677764893e-01
1.898334920406341553e-01 -4.103411138057708740e-01
1.899470835924148560e-01 -4.103126227855682373e-01
1.900605857372283936e-01 -4.102846980094909668e-01
1.901739835739135742e-01 -4.102573692798614502e-01
1.902873069047927856e-01 -4.102306067943572998e-01
1.904005259275436401e-01 -4.102044403553009033e-01
1.905136555433273315e-01 -4.101788401603698730e-01
1.906266808509826660e-01 -4.101538360118865967e-01
1.907396167516708374e-01 -4.101293981075286865e-01
1.908524632453918457e-01 -4.101055264472961426e-01
1.909652054309844971e-01 -4.100822806358337402e-01
1.910778582096099854e-01 -4.100596010684967041e-01
1.911904215812683105e-01 -4.100375175476074219e-01
1.913028806447982788e-01 -4.100160002708435059e-01
1.914152354001998901e-01 -4.099951088428497314e-01
1.915275007486343384e-01 -4.099747836589813232e-01
1.916396766901016235e-01 -4.099550545215606689e-01
1.917517483234405518e-01 -4.099359512329101562e-01
1.918637156486511230e-01 -4.099174141883850098e-01
1.919755935668945312e-01 -4.098995029926300049e-01
1.920873671770095825e-01 -4.098821580410003662e-01
1.921990364789962769e-01 -4.098654389381408691e-01
1.923106014728546143e-01 -4.098493158817291260e-01
1.924220770597457886e-01 -4.098338186740875244e-01
1.925334483385086060e-01 -4.098189175128936768e-01
1.926447153091430664e-01 -4.098046123981475830e-01
1.927558928728103638e-01 -4.097909331321716309e-01
1.928669512271881104e-01 -4.097778499126434326e-01
1.929779201745986938e-01 -4.097653925418853760e-01
1.930887848138809204e-01 -4.097535610198974609e-01
1.931995451450347900e-01 -4.097423255443572998e-01
1.933101862668991089e-01 -4.097317159175872803e-01
1.934207379817962646e-01 -4.097217023372650146e-01
1.935311853885650635e-01 -4.097123444080352783e-01
1.936415284872055054e-01 -4.097035825252532959e-01
1.937517523765563965e-01 -4.096954762935638428e-01
1.938618868589401245e-01 -4.096879661083221436e-01
1.939719021320343018e-01 -4.096811115741729736e-01
1.940818279981613159e-01 -4.096748530864715576e-01
1.941916346549987793e-01 -4.096692502498626709e-01
1.943013370037078857e-01 -4.096642732620239258e-01
1.944109201431274414e-01 -4.096599221229553223e-01
1.945203989744186401e-01 -4.096561968326568604e-01
1.946297883987426758e-01 -4.096531271934509277e-01
1.947390437126159668e-01 -4.096506834030151367e-01
1.948482096195220947e-01 -4.096488952636718750e-01
1.949572563171386719e-01 -4.096477329730987549e-01
1.950661838054656982e-01 -4.096471965312957764e-01
1.951750069856643677e-01 -4.096473455429077148e-01
1.952837258577346802e-01 -4.096481204032897949e-01
1.953923255205154419e-01 -4.096495211124420166e-01
1.955008208751678467e-01 -4.096516072750091553e-01
1.956091970205307007e-01 -4.096543192863464355e-01
1.957174539566040039e-01 -4.096576869487762451e-01
1.958256065845489502e-01 -4.096617102622985840e-01
1.959336400032043457e-01 -4.096663892269134521e-01
1.960415691137313843e-01 -4.096717238426208496e-01
1.961493790149688721e-01 -4.096777141094207764e-01
1.962570697069168091e-01 -4.096843600273132324e-01
1.963646560907363892e-01 -4.096916913986206055e-01
1.964721083641052246e-01 -4.096996486186981201e-01
1.965794563293457031e-01 -4.097082912921905518e-01
1.966866850852966309e-01 -4.097175896167755127e-01
1.967937946319580078e-01 -4.097275733947753906e-01
1.969007998704910278e-01 -4.097382128238677979e-01
1.970076709985733032e-01 -4.097495079040527344e-01
1.971144378185272217e-01 -4.097614884376525879e-01
1.972210705280303955e-01 -4.097741544246673584e-01
1.973275989294052124e-01 -4.097874760627746582e-01
1.974339932203292847e-01 -4.098014831542968750e-01
1.975402832031250000e-01 -4.098161756992340088e-01
1.976464390754699707e-01 -4.098315238952636719e-01
1.977524757385253906e-01 -4.098475873470306396e-01
1.978583931922912598e-01 -4.098643064498901367e-01
1.979641914367675781e-01 -4.098817110061645508e-01
1.980698704719543457e-01 -4.098998010158538818e-01
1.981754302978515625e-01 -4.099186062812805176e-01
1.982808560132980347e-01 -4.099380671977996826e-01
1.983861625194549561e-01 -4.099582135677337646e-01
1.984913498163223267e-01 -4.099790751934051514e-01
1.985964030027389526e-01 -4.100006222724914551e-01
1.987013369798660278e-01 -4.100228548049926758e-01
1.988061517477035522e-01 -4.100458025932312012e-01
1.989108473062515259e-01 -4.100694358348846436e-01
1.990153938531875610e-01 -4.100937545299530029e-01
1.991198360919952393e-01 -4.101187884807586670e-01
1.992241442203521729e-01 -4.101445376873016357e-01
1.993283182382583618e-01 -4.101709723472595215e-01
1.994323730468750000e-01 -4.101981222629547119e-01
1.995362937450408936e-01 -4.102259576320648193e-01
1.996400952339172363e-01 -4.102545082569122314e-01
1.997437626123428345e-01 -4.102837741374969482e-01
1.998473107814788818e-01 -4.103137552738189697e-01
1.999507099390029907e-01 -4.103444516658782959e-01
2.000539898872375488e-01 -4.103758633136749268e-01
2.001571506261825562e-01 -4.104079902172088623e-01
2.002601623535156250e-01 -4.104408323764801025e-01
2.003630548715591431e-01 -4.104743897914886475e-01
2.004658132791519165e-01 -4.105086922645568848e-01
2.005684375762939453e-01 -4.105436801910400391e-01
2.006709277629852295e-01 -4.105794131755828857e-01
2.007732838392257690e-01 -4.106158614158630371e-01
2.008755207061767578e-01 -4.106530547142028809e-01
2.009776085615158081e-01 -4.106909632682800293e-01
2.010795623064041138e-01 -4.107295870780944824e-01
2.011813968420028687e-01 -4.107689559459686279e-01
2.012830823659896851e-01 -4.108090698719024658e-01
2.013846337795257568e-01 -4.108498990535736084e-01
2.014860659837722778e-01 -4.108914732933044434e-01
2.015873491764068604e-01 -4.109337925910949707e-01
2.016884982585906982e-01 -4.109768271446228027e-01
2.017894983291625977e-01 -4.110206067562103271e-01
2.018903791904449463e-01 -4.110651612281799316e-01
2.019911110401153564e-01 -4.111104309558868408e-01
2.020917087793350220e-01 -4.111564457416534424e-01
2.021921724081039429e-01 -4.112032055854797363e-01
2.022924870252609253e-01 -4.112507402896881104e-01
2.023926675319671631e-01 -4.112989902496337891e-01
2.024927139282226562e-01 -4.113480150699615479e-01
2.025926113128662109e-01 -4.113977849483489990e-01
2.026923745870590210e-01 -4.114482998847961426e-01
2.027919888496398926e-01 -4.114995896816253662e-01
2.028914690017700195e-01 -4.115516245365142822e-01
2.029908150434494019e-01 -4.116044044494628906e-01
2.030900120735168457e-01 -4.116579592227935791e-01
2.031890600919723511e-01 -4.117122888565063477e-01
2.032879739999771118e-01 -4.117673635482788086e-01
2.033867388963699341e-01 -4.118232131004333496e-01
2.034853547811508179e-01 -4.118798375129699707e-01
2.035838365554809570e-01 -4.119372069835662842e-01
2.036821693181991577e-01 -4.119953811168670654e-01
2.037803530693054199e-01 -4.120543003082275391e-01
2.038784027099609375e-01 -4.121139943599700928e-01
2.039762884378433228e-01 -4.121744632720947266e-01
2.040740400552749634e-01 -4.122357070446014404e-01
2.041716426610946655e-01 -4.122977256774902344e-01
2.042691111564636230e-01 -4.123605191707611084e-01
2.043664157390594482e-01 -4.124241173267364502e-01
2.044635713100433350e-01 -4.124884903430938721e-01
2.045605927705764771e-01 -4.125536382198333740e-01
2.046574503183364868e-01 -4.126195609569549561e-01
2.047541737556457520e-01 -4.126862883567810059e-01
2.048507332801818848e-01 -4.127537906169891357e-01
2.049471586942672729e-01 -4.128220975399017334e-01
2.050434201955795288e-01 -4.128911793231964111e-01
2.051395326852798462e-01 -4.129610657691955566e-01
2.052354961633682251e-01 -4.130317270755767822e-01
2.053313106298446655e-01 -4.131031930446624756e-01
2.054269611835479736e-01 -4.131754636764526367e-01
2.055224776268005371e-01 -4.132485389709472656e-01
2.056178301572799683e-01 -4.133224189281463623e-01
2.057130336761474609e-01 -4.133970737457275391e-01
2.058080732822418213e-01 -4.134725630283355713e-01
2.059029638767242432e-01 -4.135488271713256836e-01
2.059977054595947266e-01 -4.136259257793426514e-01
2.060922980308532715e-01 -4.137037992477416992e-01
2.061867266893386841e-01 -4.137825071811676025e-01
2.062809914350509644e-01 -4.138620197772979736e-01
2.063751071691513062e-01 -4.139423370361328125e-01
2.064690738916397095e-01 -4.140234589576721191e-01
2.065628916025161743e-01 -4.141053855419158936e-01
2.066565454006195068e-01 -4.141881167888641357e-01
2.067500501871109009e-01 -4.142716526985168457e-01
2.068434059619903564e-01 -4.143559634685516357e-01
2.069365978240966797e-01 -4.144410789012908936e-01
2.070296555757522583e-01 -4.145269989967346191e-01
2.071225494146347046e-01 -4.146137237548828125e-01
2.072152942419052124e-01 -4.147012233734130859e-01
2.073078900575637817e-01 -4.147895276546478271e-01
2.074003368616104126e-01 -4.148786067962646484e-01
2.074926346540451050e-01 -4.149684607982635498e-01
2.075847685337066650e-01 -4.150591194629669189e-01
2.076767683029174805e-01 -4.151505529880523682e-01
2.077686190605163574e-01 -4.152427911758422852e-01
2.078603059053421021e-01 -4.153357744216918945e-01
2.079518586397171021e-01 -4.154295623302459717e-01
2.080432623624801636e-01 -4.155241250991821289e-01
2.081345170736312866e-01 -4.156194627285003662e-01
2.082256227731704712e-01 -4.157155752182006836e-01
2.083165943622589111e-01 -4.158124625682830811e-01
